Row_Num,Processed_Text,Polarity
14,label documentari lead sick melvin kill woman cold blood proven beyond doubt sexual molest creep marri women daughter yuck,1
15,,1
16,jean grey kill scott die fall piec kiss kill rid wolverin medic doctor addit kill against medic train kill oh wait ratner hannib lector okay rid kill professor help okay turn bloodi mess knock against wall wind coma turn confetti heck mutant tear citi presid chang mind mutant okay wing fli park presid live live resid san francisco wouldnt happi terrorist tore citi allow merri ratner suggest osama bin laden dealt kiss,1
17,grow huge marvel comic expand univers specif spiderman xmen wonder hour wait xmen stand disappoint enjoy exampl danger room sequenc begin exactli xmen fight sentinel lack thereof matter liter anger kill professor x jean grey cyclop xmen werent suppos die connect throughout strong abl overcom problem cure call hardli develop introduc lack introduct although nice angel kitti pryde colossu juggernaut among entir giant spectacl disappoint level final instal war x2 left hungri xmen problem stay true foundat base left tast mouth magneto rogu lose power rogu given chanc shine three major die trilog thu wolverin receiv spotlight among equal xmen afterward opinion beast justic iceman colossu reach full mutant form pleas beyond mention impress thoroughli disappoint moment heard brett ratner project began worri prove student myself longtim lover xmen fanat hope art creat stori wait brought poison chang bring comic agre drastic extent took spiderman werent entir true comic chang minut fit alreadi famou belov storylin sam raimi nail remain thank adapt bring belov spiderman xmen happi disappoint xmen took creativ spin problem face humankind lost resolut payoff gone direct xmen forc face pheonix jean grey brought face attack human sentinelsthat xmen face room bring thoroughli pictur ie angel gambit beast psylock colossu kitti etc bring insignific parti complic provid nonstop easili devis rush evid length expect pull less hour produc seem line ie rise pheonix mutanthuman war shouldnt brought cure complic disappoint hold hope xmen 4 final hope numer xmen final pay deserv buy comic keep marvel busi,1
18,forward hold person grudg against brett ratner,1
19,admit xfan despit respect chang bryan singer sadli third laugh absurd,1
20,titl xmen background magneto ask evil tyrant proud geniu gain equal mutant,1
21,contain minor spoiler excit footag danger room sequenc begin hope youv appli contain cheesi dialog subpar perform despit horribl fail repres comic magneto horribl strategist care mutant lost wolverin pheonix forc jean undead pheonix flame juggernaut joke callisto reduc quicksilv super speed smallvil final battl mutant magneto easili win fight instant use power ineffici possibl magneto pyro team launch flame car enemi magneto easili tear car shoot chunk pyro burn spent coolest special effect possibl fail couldnt past effect tie sicken throughout move singer art thou hate superman return trailer begin shot eye slomo bounc,1
22,excus happen xmen favorit comic book comic book tv nowjustno,1
23,ill freeli admit xfan rant dismiss arent upset chang upset write horribl direct flat dimension explan connect partli flat partli,1
24,left sneak preview disappoint enjoy absolut xmen shame avi arad lauren shuler donner allow represent complet releas xmen posit amaz mindblow abov beyond expect tri meet expect pleas continu read read detail,1
25,longtim comic flick age brett ratner asham himself,1
26,x men trilog begin potenti strong emot charg lead act nail bitingli intrigu final explos dread storylin deviat cartoon comic immens unfold left bewild unsatisfi diner abl smell gourmet meal kitchen serv jelli eel pint,1
27,today unfit possibl epic xmen bryan singer drop direct superman return scrap total sht convolut refer creativ comic book arc cure genet mutat unfortun similar cure suppos hoax creat help evil mutant bring help mutant brainwash our favorit either kill nightcrawl appear pick storm lead xmen storm power suck theyr nobodi mind themselv storm xmen complaint choic receiv major unintellig inconsist relat chang drastic third instal explan given hell happen mystiqu storm voic accent f brett ratner,1
28,pleas block buster view enjoy theater rent advanc credit earli return,1
29,mainli bother partli angri,1
30,myself xmen hardcor xmen name power etc gigant pretend diehard xmen boy mustv gone wit catastroph,1
31,origin gave 6 realiz lower score save special effect realiti xmen,1
32,spoiler,1
33,initi heard brett ratner direct worri pass teaser follow trailer excit ratner x2 full expect,1
34,child rage american televis documentari 25 ago run 27 basic interview sexual abus consequ becam sexual offend herself shock materi sad documentari doubleedg sword wonder grownup beth thoma today undon depict offend victim obvious small decid wellknown across today hear final comment authent cours possibl 100 fake fairli certain stage base record session child actress protect anonym beth thoma wonder today 30 fairli memor critic motiv behind,1
35,bare spoiler tell diagnosi child,1
36,coupl adopt children seemingli sweet odd younger boy eric quiet withdrawn sort walk daze allv older catherin cat nice help thesemood swing nobodi explain suddenli cat constantli tear apart hous beat brother stick dog needl threaten kill parent mother father desper somebodi explain rage upon cat final somewhat succeed confront mother kid jail beyond meand seek psychiatrist nevertheless cat rage rage caus struggl kid run scream nice happen choos name perfectli rhyme brat,1
37,beyond melodramat pile steam cow intestin melodramat act badli direct badli wash wash televis die today realiti televis person melodramat crap superior realiti televis fairli simpl whitebread christian adopt children blatantli obviou anyon foresight child sexual abus tell stuf anim sickest funniest puppet rotten adopt parent use ridicul liber pc psychotherapi unleash rage dure brilliantli overact bitch goddess child repeat hate ugli bitch fine insult spew eventu savior qualiti violenc convinc hour tear jerk line tear babi cat ye dear cri mommi convinc consider murdoch ateam play preacher christian adopt father heart gold power strong temper steel mention crap load preacher swindl parishion appar happen suck child abus instanc meant christ miss mark hit bone,1
38,abut unrealist sexual abus mother father parent friend etc happen speak person experi sexual abus mention abus sexual whom friend husband opinion chang name date locat seem less believ happen kerri therapi importantli grace lord flashback longer healthi relationship furthermor ordain non denomin minist reach sexual abus anyon chat free messag god bless,1
39,tv uk expect hollywood fanci editor compos screenplay writer necessari duti sad subject child abus wast product edit disast low budget talk,1
40,base kerri sexual abus paedophil ring includ mother rape stepfath pimp biolog father pimp regular pimp final rape care worker harrow stuff fortun true articl london clear,1
41,sound pervert yourself defens intend top order illustr vulner children our societi today whilst accept mass betray kerri adult encount unbeliev parent friend werent involv paedophil circl focus clear abus breakdown parent marriag inde storylin kick,1
42,delv deepli subject child abus jena malon bone suffer horrif act violenc perpetr mother husband patern father deprav span beyond child abus featur despit remark outstand perform rais issu confront resolv portrait despic hope resolut within context simpli daughter suffer immens cruelti hand mother husband fight matern bond mother daughter mother decid abandon daughter husband abus daughter hardli rise level documentari case expect depict deprav senseless obscen rais litani question offer answer mother continu disregard abus fulli awar daughter suffer hand husband mother concern chanc younger daughter subject abus husband sever relationship daughter consid healthi abandon abus daughter mother misconceiv amend accomplish signifi abus daughter refus name abus pure inescap mother protect abus abandon daughter relat futur utmost respect talent undevelop phrase state hope provid insight question rais fail suffic properli address base topic depict easili glean depart children famili case file pain revuls sorrow present disappoint highli recommend viewer enjoy satisfi dismal portray tragedi offer redempt adequ depict subject matter hand,1
43,told effect graphic incestrap power oh graphic rape ruin import someon pleas explain,1
44,weak perform render jena malon bone heartbreak pain rest fell anywher near 8 reflect imdb vote stereotyp unconvinc furthermor subject matter approach narrow viewpoint violenc gratuit overal left unsatisfi uncomfort theme inadequ flat appeal pure emot level excess disturb imag,1
45,excel inept direct score heard tv week seriou drama sad consid sourc materi seriou maker decid build drama graphic violent hope shock sympathi care opinion blatant form cut past adapt,1
46,anjelica huston unequivoc wise intuit actress dark rambl southern tale directori effort adapt dorothi allison book peak valley play chop tv miniseri cliffsnot version center illegitim jena malon south dure 1950 woebegon waitressmoth jennif jason leigh luck men third husband ron eldard violent streak provok begin lash child violent sexual rel step help rare full solid talent pain introduc rel uptown cousin play christina ricci dermot mulroney doom husband appear disappear record central perform fine preteen malon nice child actress solemn reserv faraway eye malon perhap studi approach untrain natur huston handl gentli strongest moment malon allow breath emot fail theatric effort sold cabl televis pack pad shorthand tragedi edit narr confus need scorecard keep melodrama despit sensit stage shatter huston allow pictur flow absorb jag piqu recoil drawn,1
47,friend interest boy rape happen children act help anybodi certainli help term trauma excruciatingli difficult walk spoken situat none interest alon use magic fix situat awar suffer suitabl child view unrealist line father struck light anybodi identifi strang antisex theme seem pick lesbianismfemin antimen theme oh snake imageri,1
48,barefoot backwood preteenag 1950 deep south elvi presley bud interest boy comesofag summer father struck lightn leav vulner element dakota attempt carri heavyhand vehicl herself imposs task writerdirector deborah kampmeier develop detail seem askew elvi appear tv set obsess dakota bare notic garner filmfestiv backlash news rape involv leak press sequenc nearli disturb earlier grammi piper lauri stare strang youngster stand bathtub kampmeier safe anybodi locat wellcaptur nice support perform afemo omilami black hors trainer introduc blue robin wright penn child promiscu aunt otherwis muddl result entrench murki water 12,1
49,uneasi hounddog difficult written commend dakota baffl dark subject matter pull matur age sometim wonder adult situat perhap confus actress process grow herself strike strang talk tell subject happen anyhow play precoci preteen lou ellen grow poverti deepsouth dure 1950 strict ruler slap bibl hide behind grandmoth play piper lauri abus father tough turn elvi inspir happi shock event occur unspeak besid spoiler add clich black farm hand help inspir help add clich southern gothic atmospher bam yourself minu heart smile meet black snake moan eboni ivori sampm ill rememb count enjoy itnot problem david mors perform father moral deprav play past dancer darkthat stuff abus seem producerwriterdirector deborah kampmeier push viewer sorri fool forgiv forget lou ellen forget bruis obviou pledg someday kill daddi overal hounddog overcom dark content deliv somewhat inspir messag achiev bring emot heartfelt drama eye remain dri expect,1
50,curios final controversi recent dvd controversi center rape whether 11yearold dakota parent alreadi place rrate begin age seven eight guess deal,1
51,art trash clichd trite snorefest provid insight period set nor abus children case appal shot stand rise abov use nword disturb sound strang werent use gener either top misplac dakota disappoint someon promis career honestli els recommend faith anyon,1
52,previous written comment disappear although broke rule presum involv product couldnt stand hear imparti although favor rape final product obvious happen set rape across amateur piec presum experienc dakota perform compar previou perform disappoint seem selfawar overthetop deprav goingnowher storylin hope wont receiv distribut,1
53,dakota fault honest impress melodramat definit problem lie direct pace poorli beauti lens pander stereotyp enumer crawl along,1
54,crappi write cover lewellen dakota abus alreadi abus buddi grasshopp kampmeier perpetr abus cycl use children act sexual reek exploit iron rape dakota less multipl underwearundress imag children rapist wooden boy omic onedimension father consid rape seem follow each cut disgustingli although tri lewellen horribl portray deserv abus ask sicken seem rape victim advocaci tri bring oh exploit asid walkout,1
55,hounddog sexual deprav involv product seem import rais awar art line moral tactic suppos rape happen often happen children often none awar,1
56,play scare war tom cruis pull anem ill bulli rape rape camera seem stage badli chosen importantli deliv hope produc public brought cathol church pervert save bigger budget,1
57,overal disast 110 0 110 troubl live father grandmoth 1960 south usa wild sexual experi includ rape overcom elvi excit town believ miser famou singer,1
58,secret bee unlik meticul insect name void coher organis book blockout need produc turgid slow queer tale,1
59,tonight hit strikeout took forev snail roll dirt key believ hudson ella smart remark giggl weak lili cousr tell famou queen seem tri act older due women age cours talk slow hardher word wisdom slow apart line knew finish sunday pb apart someon myself wait gal wow nice job appear final nerv breath stink kinda throw guard tri turn head wayth turn toward closeryeah enjoy popcorn nacho,1
60,dozen sadlythi onethi suffer usual overus abus father kindheart gentl mother wouldnt hurt fli clicha hate clich spread wildfir decad,1
61,caught exclus week featur mostli black antwon fisher center lili dakota lone deep south deal tragic past miser cruel father paul bettani revolv dream deceas mother relationship caregiv rosaleen jennif hudson,1
62,disappoint move slowli paint dri read book knew alreadi someon happen bore care happen dakota lilli turn perform rosali display person mayand august static line deliv tone facial express theme strength women lost emphasi race vice versa white worthi air breath black person cultur fair etc balanc recommend rent fast forward,1
63,secret bee light version color purpl andon wayit result thathoweveri call copybecaus although deal similar subject excel movieth secret bee style sensibilitybut biggest differ thatwhil color purpl tremend honestth secret bee thick cloyingthi mediocr deni kept moder entertainedfirstlet posit pointsat differ exchildish actorsdakota face adolesc aplombgood presenc brilliant histrion abilitya moviei happi imag miniatur adult disappearedit futur career hope luck jodi fosterron howard exchildish avoid emot profession problem adult careerjennif hudson queen latifah convent independ woman wise matronrespect bring compet performanceshoweverth member impress paul bettanyh becom unusu level intens credibilityanda previous saidth kept moder entertain spite mediocrenowlet neg elementsth secret bee base book written sue monk kidd adapt screenwrit gina princebythewood suffer syndrom book taken screenmaybeprincebythewood includ moment book import herbut necessarili resultw irrelev moment nowher contribut storybesidesther variou forc tri cri costin wordsthos honest allbecaus manipul artifici dramatismth secret bee moviei redund forcedwhil moment honest forcedi slight recommend excel perform kept moder entertain,1
64,disappoint finish read book excel hope expect unfortun true spirit book justic spent develop care lili wellb tension lili june truli despis t ray evil august portray wise book lack abil queen latifah hollywood sometim cut combin book minim daughter impact lili lost larg portion sisterhood appli blood rel book includ seem necessari bother mention jack palanc color woman expect town inform ultim bear zack arrest although motiv white men black boy town outsid theater book final lili ask father mother disappoint hollywood book lili ask mother hersh alreadi mother mother die lili ask t ray kill mother unsur whether t ray tell truth seem minor differ lili spent search truth question whether blame mother deathnot wonder mother note enjoy pleas read bookit,1
65,titan fall element excel besid full clich typic marri magic save vs evil decid mice octopu whale dolphin mix focu care butcher tragic disgustingli simpl vs evil play meant inform stop hunt whale god inform whale somewher els pleas deliber shamelessli insult die boat surviv save whale dumb whale flash educ valu claim gang shark told giant octopu throw iceberg front boat boat sank recommend bottom 100 damn rate 16,1
66,legend titan abysm search titan 2001 monstros titanicth anim movieor legend faint prais anim alright impress design colour okay edit place titanicth anim,1
67,100 ago rm titan disembark maiden voyag southampton york citi ship consid unsink faster ship crew passeng titan met demis morn april 15 1912 cost thousand live titan consid devast disast histori,1
68,unsink ship hit iceberg maiden voyag lifeboat result 1500 lose live less 800 save amaz heartbreak tragedi insult pretend jame cameron titan histor insult tragedi across,1
69,begin carbon copi jame cameronss titanicexcept version includ talk rat th villain play greg snegoff rap dog titan steal whale father sink titan call upon evil shark armi heard giant octopu throw iceberg under water mind youand hit titan later passeng tri escap luckili octopu help keep titan sink oh rat help conduct electr rat mustach send die live success stolen whale mind youand live happili aftery heard discuss technic anim alright low budget sequelth voic ace wooden job surprisingli dubber fine job dub applaus none save biggest flaw storynot titan octupu happen swing danc invent until sixti mous msutach die electr bland thisit featur rap shark tentacolino search titan,1
70,nostalgia critic gon na kid,1
71,freak spoiler read crapshow bizarr,1
72,possibl spoiler,1
73,crap seriou base titan screw debat whether,1
74,current italian anim 28 imdb infam bottom 100 list surpris particularli famou anim 1970 anim conced filmand id kid unless hate,1
75,list ill,1
76,write rate higher legend fail legend offens hijack titan turn environment incred poorli anim voic audio edit sub par nobodi die titan,1
77,anim entir disgust insensit atroci abysm putrid offens piec trash dare call itself cartoon titan sugarco three,1
78,titl alreadi turn shame idiot itali tell version happen titan nerv call titan legend disgrac alreadi spoiler alert care nobodi interest wannabedisney garbag anim choppi major focu talk mice market opportun profit death 1000 romant coupl creepi sniff glove woman talk mice magic juju caus cri outsid hear evil whale hunter henchmen magic telecommun shark juju cri tear notfict magic rule along dure climax sink titan build oh forgot mention giant octopu human face appear until shortli climax appar strong throw iceberg titan octopu play game shark,1
79,stop yourself children rm titan tragic event histori sink major ocean liner left 1500 third passeng dead applic children option handl subject matter matur tast bambi mother die chang topic matter happier albeit cost digniti guess youll,1
80,oftendeb theori among critic whether artistri extrem subject matter extrem degre seemingli tasteless potenti left moral offens theori legend titan forc reconsid percept productionwis mediocr flat immor mindless attitud toward infam disast human histori strike hammer blow head,1
81,heard nostalgia critic titan legend youtub full couldnt agre version ttlgo tentacl giant octopu throw iceberg titan path ye surviv sink happen thousand die titan sank therefor climax particular histor inaccur insult die friend famili,1
82,ye read sum word reach maximum line continu nowaday sajid khan incap need direct ear perform wise forget avoid tv ad spend hour stare ceil fall flat aspect fall flat aspect note sajid khan pleas coz tortur name indian,1
83,comic item predict atleast 15 prior actual,1
84,humshak 20th june 2014 sajid khan serious consid trashmak date public becam fool phenomenon sad suffer theater entertain spend famili eventu left nearli 30 storylin pure garbag sajid khan brainless direct fort trash strength,1
85,begin tribut legend jim careykishor kumarand torcher begin,1
86,25 crore intent comment humshak statist prompt otherwis indian shown sign matur appreci qualiti statist pop warrant saniti check,1
87,sajid khan direct humshak bring heart spoil 159 run men ashok kumar repeat humor repeat name legend hindi industri trap ashok uncl kuvar acquir busi empir manag send mental asylum actual mental twin ashok kumar name coincid alreadi exist follow typic error absolut bizarr sequenc throughout person saif ali khan satish shah tortur saif riteish sajid khan previou himmatwala suggest horrend act themselv tortur 3rd degre 110,1
88,effort write rob wife spent 30 nzd simpli wast our sort censorshipcertif protect viewer sort viewer wast 25 hr tortur,1
89,sajid khan strike slap stick genr humshak problem laugh sustain 159 min sajid houseful mould european mansion swanki car heroin wear skimpiest costum caricatur sadli humshak fall flat trash name,1
90,rate 1aw compliment payback wastag declar flop paid media keep collect obvious fake teas,1
91,sajid khan weird speci enter stand comedian becam suddenli becam egoist filmmak hey babyy2007 houseful weird humour call himself self obsess 80 crap trash remak himmatwala flop badli oblivion humshakk per rumour remak angoor hope sajid khan mention intent sanjeev kumar soul trembl btw sajid claim tribut kishor kumar russel peter jim carrey shame stand close trash david dhawanpriyadarshan tripl obscur cring cours comedi thin height scientist creat drug mad act dog coma someon fidget ventil cocain paratha vodka paratha scientist plastic surgeri gay saif ritiesh mental assylm tri involv confus doubl entir climat nonsens pure stupidityther mockeri princ charl speak hindi marathi,1
92,intermiss snack distanc possibl myself alltim epic failur leav buy ticket brave sit connect dot fluster absenc practic expect absenc humor,1
93,humshak lowest form buffooneri harsh ram riteish miss load indecipher dim wit odd mishmash patho drudgeri unfunni strictli juvenil gon na decid whether himmatwala meanwhil stick fifa stay cinemassaif ali khan hasnt deliv lusterless perform havent latest releas ham overact darn pit against ram riteish help,1
94,read atroc wherein satish shah announc tortur saif ritesh sajid khan himmatwala certainli brave insert inde plu credit shown version satish tortur farah khan tee maar khan wise declar undoubtedli,1
95,begin write view sajid khan humshakk mind silli crap massiv budget cost product popular wide distribut hollywood studio fox shahid bheja fri qualiti content shoe string budget 80 lakh 50 lakh respect ye read manag impress sajid khan saif ali khan,1
96,hope 0 minu rate,1
97,dare devil kid ddk,1
98,zero rate choic complet senseless 15 minut write,1
99,word describ peopl advic wish hour bare elicit chuckl lame direct south indian gay mental disturb downright offens deliveri taken jest holocaust unnot india beyond pale western countri someon saif ali khan cultur background known shoot item number famou london monument grate choreographi handl 7 mysteri given saif ali khan respons decent fare past career low involv,1
100,friday expect headach laugh clueless laugh ran middl hope middl extrem disappoint left save sajid khan learn lesson failur himmatwala flop given energi laugh saif ali khan ritesh dekhmukh repetit comic lay,1
101,tashan teaser trailer promot ask friend knew directori debut vijay krishna acharya wrote screenplay dhoom saif ali khan son ibrahim debut play child flashback,1
102,sight kareena kapoor twopiec bikini wake sleep tashan megadisappoint mindnumb weekend week tashan grant filmmak expect common theyv onboardwritten direct vijay krishna acharya tashan youd describ road direct saif ali khan jimmi cliff callcentr execut hire teach english bhaiyyaji anil kapoor play ambiti gangster desper cool jimmi eye pooja gangster assist play kareena kapoor use jimmi swindl boss 25 crore rupe determin recov punish jimmi pooja bhaiyyaji recruit trust henchman job kumar bachchan pandey gangster faith aid kanpur track culprit recov stolen hidden across length breadth countrymuch eighti potboil tashan held togeth threadbar centr vendetta treatment overthetop indulg fail establish connect coher screenplay tradit threeact structur hand set piec loos construct garish item song desert bulletdodg rajasthani fort kareeena bikini moment ridicul climat complet shaolin monk water scooter zip dirti naala dhannostyl horsedriven tonga fair set piec badli item song desert neat larger pictur piec help expect seemingli fastpac road sickeningli sentiment flashback track childhood sweetheartsy problem tashan nobodi associ knew care either reek arrog arbitrarili pack element genr bother stop mix tashan overcook stewther kill softli tashan kill excess packag snazzili glossyfinish camerawork exot locat fanci costum frame cost lakh togeth hollow piec hold borrow narr tarantino style stephen chow help either blend waferthin complain less engag anil kapoor grate hinglish dialogu slit wrist saif ali khan fumbl foolishli unabl feet kareena kapoor meanwhil queen overthetop deliveri decent job cours tashan salvag extent thank kumar irresist presenc spontan approach cring cup crotch repeatedli scowl deliv doublemean dialogu moment eye theredespit vishalshekhar song seem theyr prolong miseri tashan test patienc case tashan style sorri none,1
103,tashan promo gave indic dhoom style knew whatev yashraj cheesi promo gave shock dhoom expect saif introduct saif kareena meet kareena artifici anil kapoor oh god weird kinda alright act repetit overact came provid nice becam outdat stuff childhood romanc overdos childish rajnik style joke,1
104,standard yashraj degrad extent nonsens storylin catch interest,1
105,horrifyingli histori makingno wafer thin loud garish senseless leav unrealist characterist pleas spend serious deserv kareena kapoor piec hot itanil kapoor irrit kumar manag rais coupla laughssaif ali khan wast agre sidekick,1
106,write quot coupl hit dialog hinglish 5 overkil swoon keepuguess suspens predict um mm yash raj talk edgeoftheseat cartoon,1
107,loos sensibl home tashan ingredi tashan ishtyl matter impress threadbar line need mention wont question question whether stylish whether question alreadi rest,1
108,tell whether hate tashan unlik india anywher els whether depend theater expect,1
109,expect nice return duo saif hesit wrote dhoom franchis hate dhoom dhoom compar tashan dhoom realist,1
110,await disappoint friend gone trailer turn comedya deserv appreci profession theyv save india shot beauti kerala rajasthan ladakh satur color alright nevertheless intrins beauti place shot exactli place,1
111,beat sunni bhai gadar kumar possess superpow leonidu 300 neo matrix along spiderman superman hilari except typic kumar anil kapoor posit writer told 10yr son write unreal anil kapoor rang shoot shotgun mistak except tashan tashan regret wast recommend anybodi 110 imdb zero,1
112,true,1
113,begin problem numer includ spotti effect cinematographi focu writer wrote bunch trailerreadi fight sequenc tri write result disastr,1
114,soulless milk cash cow franchis gener superhero flick cgi showcas gavin hood improb event combinator iter mutant fight strung togeth inan exposit justifi formationdissolut arbitrari allianc expect shakespear clich per minut meter chart primal scream skyward kneel murder girlfriend renegad militari command predict doubl cross reveng sought slain lover eras memori evil discov moral minut misguid failur execut nemes defeat mele lover dead lover spi hero archnemesi girlfriendspi fall protagonist antagonist order save kidnap member evil mastermind fail honor promis reluct employe kindli coupl care weari hero murder troubl certain death avert third parti arriv coup de grace hero reluctantli join secret govern agenc abandon elit squad protest slaughter innoc scientist unabl control indestruct kill machin creation outdat lovabl govern secret weapon kill design heartless successor hero stroll wreck casual light trail gasolin behind given flatlin heart monitor pick puls evil mastermind explain plan hero longer threat hero refus kill defeat foe transpar comic relief hilari understat offbeat comment cheer psychopath revel random murder rampag nigh indestruct goliath hurl wall physic trauma kill mere mortal dispatch dozen gun wield enemi skill swordplay common law physic biolog chemistri temporarili abandon antagonist use murder justif misguid crusad,1
115,fellow 2009 superhero releas watchmen wolverin rare comic book appear inevit pleas audienc sourc materi unlik watchmen adher close sourc materi fall comparison prove inescap wolverin inevit backlash outrag stem flagrant disregard sourc materi casual mutil rewrit comic book context sourc materi cold disdain protagonist hack genuin compel subvers horrifi superhero backstori safe familiar pg rate commerci dross wolverin compel comic book edgi distil flaccid forgo exhilar occasion impress fightchaseexplos complex eyerol chees broad humour cohes attempt cram subject matter avoid true dramat meat,1
116,xmen includ hate xmen solid magneto xavier opinion arch,1
117,weekend sigh shrug okay,1
118,superhero genr reach higher echelon 2008 iron dark knight consid success 23 xmen franchis xmen origin wolverin certainli held standard whose titl alon suggest hero adamantium core,1
119,blue direct anthoni dsouza brainless forgett actionthril quickli sink trace anyon expect sight lara dutta skimpi bikini inde kumar shirt disappoint harebrain involv covet treasur buri bottom ocean reluct sanjay dutt play sagar class regularjo bahama refus seek diver amount coax friend employ aarav play kumar trick outofshap dutt whose unsightli manboob suggest bunk session gym final agre plung kidbroth depend sam play zay khan wear singl express throughout troubl goon paid 50 million immedi titl blue involv bike chase car explos underwat portion gorgeous evok excit honest tension heighten worri protagonist notic shark swim peac oblivi uninterest underwat brawl result blood spilt blue suffer dull inan dialogu curs shallow water paddl burst laugh lara dutta play sagar girlfriend mona slip miss india mode complain realis dream set marin research facil ladi pass interest fish busi buri fortun weve particip school treasurehunt challeng told fortun hasnt retriev 60 sagar lead loot lie backyard neither slick nor fastpac lumber circl crash moron final involv ridicul backstori dead member despit travelbrochur afford momentari nation geographicstyl relief blue shred intellig sink sea lame write laughabl perform sanjay dutt sleepwalk kumar overdo smug zay khan wish maker spent fee paid hire shark includ thrill ar rahman strictli averag item song kyle minogu save reach wateri gravedirector anthoni dsouza blue flashi exterior dead fish strictli risk,1
120,shadow doubt believ top titl kambakkht ishq aaj kal chandni chowk china poorli written dialogu straight lift known,1
121,blue fall categori itself spoof waferthin load crappi dialogu innumer illog twist turn toward leav,1
122,broadli categor camp extend remak region subcontin seldom outsid masala formula magic creat entertain tale fill song danc extravaganza stitch togeth element seldom refer pay homag acknowledg pass origin tend predict plainli conceal nonexist blue unfortun fall latter categori,1
123,critic job dissect blue directori disast weak line benchmark typic,1
124,expect deliv dissatisfact pain weak predict add dialogu deliveri presenc pathet zay khan option area excel moreov katrina kaif fake abl perform ye locat drag low amount spent substanc effect sanjay dutt disappoint highlight skin lara dutta experi given steami aint exact copi blue fail packag expect hype lame except underwat sequenc,1
125,total trash kumar gang wonder kumar countri trash relev dog sing king kysli gloriou intern name add valu badli combin extrem talent unabl singl hit,1
126,blue sorri live hype mei breathtak stunt fall vehicl scantili clad dame throughout soul soul miss imo whatev offer predict stun twist thriller race shock twist blue colleg friend busi predict happen next,1
127,credit nd crew sympathi asid indian bf particularli hollywood underwat recent hollywood jaw deep base novel peter benchley benchmark genr bt recent underwat hollywood blue novel themselv blue less visual stunt includ wast bike stunt east led nowher less base technic aspect base ladi blue consist investig accus captain traitor blue use histor marin sort villainunimpress search treasur save famili honor harm sanjay thru tamasha,1
128,camera techniqu among less technic ladi except bodi sanjay akki alright sam proper platform need reestablish loop hole direct grip wast opinion enjoy lara exposur enjoy locat view sceneri,1
129,blue,1
130,anthoni dsouza budget wise wise wise despit cherri fail convinc fare complet mess,1
