Row_Num,Processed_Text,Polarity
28,origin tale spiderman rather driven sequenc spiderman consist use strength creat compel care columbia pictur told inde readi revisit spiderman univers readi final process,1
29,tobi magur believ spiderman mean stan lee spiderman wasnt smart ass hard serious lack abil believ mayb superherospiderman corni andrew garfield grew read comic rehash treat stan lee respect deserv spiderman gwen staci justic stan lee spiderman gwen staci sweet girl mari jane comic mari jane fieri redhead mari jane spiderman sens maryjan appear play play wasnt darker trailer spiderman aveng arc spiderman comic realiz fill tragic ironi bittersweet moment reason dark direct sens mayb havent rememb blown spiderman spiderman kid comic gotten youv incred dark knight iron aveng spiderman cheesi degre spiderman cring green goblin villain instead mastermind behind rise villain shouldnt fight boss level gwen staci afterthought third stan lee said gwen staci suppos spiderman sum spiderman terribl arent abl blind nostalgia,1
30,titl gener oscar qualiti entertain walk satisfi aspect except,1
31,power respons cost hero deal pain past rise face evil threaten present abil overcom person battl dark loom societi superhero followup reboot raimi spiderman trilog marc webb massiv improvis upon stori technolog render element delin challeng superhero ordinari peter parker abil overcom fear childhood loss financi instabl relationship complic spiderman 2nd instal portray andrew garfield outclass prior attempt burdenheavi core respons web emma stone charm gwen staci perhap lovabl superhero girlfriend,1
32,multipl villain idea link spider due project area professor octopus arm,1
33,whether previou spiderman ton potenti spectacular element wont abl marvel counterpart,1
34,fabul portray awesom spiderman enjoy spiderman someon laugh emot moment romanc exce blend romanc tell spidermanandrew garfield maxjami foxx max person nobodi care oscorpwhich electr gener compani electr engin peter parker spiderman girlfriend gwen stacyemma stone ceo oscorp die peter friend harri osborndan dehaan later turn green goblin becom ceo oscorp diseas cure spiderman blood peter worri use blood kill max involv accid turn electro neg maxelectro person help citi misunderstood himself due appear fight spiderman electro memor blood spiderman harri convinc electro turn design electro green goblin recommend els romant sum overal spiderman 2eight ten,1
35,expect assum commerci reveal anywayssaf assumpt wasnt anyway speak reveal light,1
36,strong strong andrew garfield peter parker spiderman joke villain develop fast persuas reason spidey furthermor peter fight green goblin tower tri save gwen throw web slow motion form hand shape complet death sad epic develop adequ rhino appear wasnt leav curios next understand next,1
37,somehow against remak spiderman success tobey maguir spiderman chanc upon opportun month spiderman ok forc help compar peter parker tobey maguir andrew garfield relationship peter parker uncl prefer latter relationshipwis peter parkermari jane versu peter parkergwen stacey compar compar appl orang admit spiderman trilog cgi,1
38,home spider visual stun pack plain epic,1
39,huge spiderman trilog tobey maguir rememb reboot andrew garfield impress wish reboot continu maguir under suit,1
40,spoiler read havent warn critiqu terribl review solid review ye flaw focu flaw flaw certain tell answer,1
41,forget actual might use humor amus watcher damn,1
42,spider spider least harri osbourn goe insan discov diseas kill father forget jami fox villain spider save name becom obsess spider accid becom power fight spider win becom depress abandon reveng oscar meanwhil peter parker gwen stacey tragedi,1
43,spiderman comic arent hero daili struggl peter parker confront balanc 2nd spiderman andrew garfield game spiderman cocki ignor full humor pleas brillianc fall shoe peter parker keep togeth fall apart,1
44,ventur theatr hope engag appetit entertain met congreg fellow member dark ideal leav satisfi third instal spiderman franchis swung theatr 4th broken box offic record 593 million open alon spiderman marvel forc shake law dictat inevit wors wors declin qualiti cheap facsimil sharp spiderman trilog prove ie indiana jone trilog rule broken rare occas case caught spiderman need refresh start bring begin spiderman left cool montag clip open credit peter parker tobey maguir mari jane watson kirsten dunst seriou relationship spiderman popular citi mari jane let broadway debut critic bash peter engross peopl adul alter ego spiderman fail shoulder mj lean peter former friend wealthi harri osborn jame franco reveng death father believ die hand spiderman flint marko thoma haden church escap convict fall particl acceler run transform shape shift sandman wreak havoc citi rob bank armor vehicl daili bugl peter eddi brock topher grace hotshot freelanc photograph hire compet peter photo spiderman cheat photoshop spidey bank breakin problem spidey night black alien liquid ooz crash meteorit attach itself peter sleep gooey creatur use host aggress caus downward spiral arrog selfish behavior spidermanpet parker confront dark himself overcom need reveng consum recent disturb light twist affect core spiderman writerdirector sam raimi weav cohes entertain hour 20 minut conflict load storylin handl deftli sam raimi leav empathi sandman money sick daughter harri lost father spiderman extrem comicbook visual thrill ride effort deeper develop villain guy third leap astronom ahead previou level strong earli contend summer blockbust brief cameo cocreat spiderman stan lee midway expens cost 258 million dollar rare product today hollywood enorm budget thrill pair compel provok storylin,1
45,romanc spider equal keep edg seat maryjan betray peter parker alon envi publciti spidey fall arm spider rival green goblin peter final term spiderman dark side peter himself ask green goblin help fight sandman venom startl green goblin rescu,1
46,ok gon na start review site spider felt urg fulli analis,1
47,let start reason boy upset issu problem ye pack ton event read comic mainli spiderman batman comic familiar comic origin venom hit understand hatr critic issu ill list below strong emot core shine,1
48,friendli neighbourhood superhero,1
49,emo parker need laugh wan na talk peter portray spiderman enjoy socal peter flip skateboard write web bridg hahaha sam raimi includ venom forc complain touch given dead tell guy sandman badass villain exampl villain spiderman leav halfass least gross later spiderman call earn disappoint couldnt finish properli despit guy might tobey pull emo,1
50,deepli flaw certain convolut predecessor nowher near cohes seem sam tri fit villain peter inner demon tension mj problem buglehow superhero handl playbut introduc individu arc play satisfi extent pay least pay expens smooth narr flow terribl clunki line expositori dialogu eddi brock line chief staci goe photograph bugleoh date daughter spit goo annoy whatev annoy spit goo mentalemot shift harri poor poor harri goe handl hamfist sam tri dobut seem bitwel word clunki keep coupl sequelli seem inconsist talk flintmarkokilleduncleben handl surprisingli memor exampl mean bernard word harri ear concern norman caus death ummso couldnt mention earlier yknow start spidey instanc save harri grief mention pete mj,1
51,goodjust wasnot betterbut corni linesit mean enteir baddamn,1
52,12 oclock pin seat 1201 credit school rant rave excit rest monday dismay greet neg said worst anger frankli judg complet wrong,1
53,marvel comic least golden age marvel comic abil blend romanc drama beauti enjoy piec artwork spiderman manag beauti laugh cri scream thrill display cinemat spiderman advertis darkest measur ti predecessor bud youd aint,1
54,peter parker citi york websling alterego spiderman hero million daili bugl strong colleg grade form maryjan watson madli peter worri aboutuntil strang small object crash central park unleash live black ooz eventuallywel later,1
55,need idea seventi seven grandmoth hang doc ock tentacl clamber citi skyscrap serious consid might attack hung ledg use wooden cane id realm remot possibl happen marvel geek opin nuff said,1
56,spider start becom appear miss appreci spider super hero consider put wrong worst spider enemi press press power turn guy combin psycholog physic aspect overcom regular defeat bodi super hero except couldnt super hero need ignor behind woman spider kirsten dunst sorri mari jane folk,1
57,wow,1
58,summer,1
59,need prefect script 1010 outstand sam raimi full attent dilemma peter parker balanc drama perfectli,1
60,third spiderman fantasticbut spiderman full plenti adventur full award win effectslik super hero villainth villain name spiderman dr octopusaka doc ockh 4 mechan tentacl flip car throw distancesdo remind doeswhat remind octopu duhit sound stupid doc ock help becom hour rollercoast ride moviejust rememb spiderman whatev spider,1
61,cut abov typic comic book sm 1 type suppos introduc em fight super guy happili word suppos franchis allow exposit protagonist background million alreadi medium,1
62,sequenc romanc suit couldnt pick greater play doc ock alfr molina fight spiderman ock train wow harri osbourn develop goblin doc ock aliv somehow spiderman base sinist six apart recommend comic book moviewoo comment spiderman,1
63,word leav theater entir outdon themselv alfr molina doctor octopu realist tentacl emerg room improv upon emot harri discov goblin lair foreshadow scari soon left theater home began wait dvd releas happen began wait releas spiderman,1
64,comic book sam raimi prove fantast spiderman 2002 improv fantast continu fit storylin honestli hope set peter struggl balanc ident fall apart suffer variou event enemi appear becom,1
65,spiderman pick left difficult hardship superhero stand dr otto octaviusdoc ock scientist whose fusion experi goe awri demonstr peter attend,1
66,spiderman expect improv humor nasti villain intens sam raimi spiderman unfortun worst trilog worth tobey maguir repris peter parkerspiderman continu choic peter colleg normal duti protect arachnid abil kristen dunst return mari jane okay previou except eventu ladi distress later jame franco harri osbourn blame spiderman father death franco decent harri dunst given lack alr molina join scientist otto octavi freak accid becom doc ock four mechan arm meld molina dafo menac villain develop fortun corni costum green golbin offens rosemari harri repris support peter aunt given either rosemari harri limit bruce campbel cameo appear theater usher improv fight sequenc spiderman nemesi doc ock stand fight start skyscrap near giant clock speed train grow intens confront escal toward conclus final showdown spiderman doc ock near letdown compar train els happen somewhat rush conclus pace slow dialogu wasnt occasion problem expect fairli impress overal spiderman besid dark knight t2 judgement amount balanc intens develop humor drama suspens impress perform molina pleas comic book,1
67,let spiderman 1 prefer superman regular return villain dr octavi play alfr molina opinion williem dafo villain script sequenc superhero emot add appeal hint reveng subplot harri osborn spiderman spiderman franchis,1
68,midnight night complet blown 30 begun read spiderman 11 leav theater night felt kid amaz awe felt satisfi,1
69,despit 1 spiderman fall under surprisingli problem includ linger 1 pace overal move forward highspe,1
70,spiderman 2004 dir sam raimi,1
71,normal huge disappoint comparison hard close ala,1
72,bigger problem power temporarili lost girlfriend kidnap eye knew battl favor turn evil insid except mari jane final peter spiderman eye peter lost spider power run smoothli style chang girlfriend kidnap guy use doctor octaviu known doc ock newspap peter scare villain town spiderman machin fuse togeth tentacl spine mess nearli kill peter reveal himself doc ock sacrif himself save citi includ peter mari jane unfortun die drown death overal influenc children adult age,1
73,presumpt success worn desper attempt cash predecessor further conclus evid terribl transform reveng fallen talk,1
74,happen rare surpass termin episod v empir strike rel disappoint expect decreas final sit anxiou anxieti quickli put rest spiderman took premis improv upon spiderman mean pictur hardcor myself broader,1
75,alreadi,1
76,care spiderman summer 2002 dad incred today later thrill stay imagin,1
77,consid success superhero spiderman superhero adapt stan lee popular marvel comic becom score highest open weekend box offic wonder excit enjoy motion pictur childhood favorit exact tell origin peter parker spiderman portray tobey maguir whom radioact spider gain extraordinari power climb wall shoot web beat guy put test parker defeat villain spiderman univers green goblin portray willem dafo maguir somewhat bland respect fit peter parker perfectli play shi kid power either beat guy win girl given corniest line dialoug kirsten dunst ador portray mari jane watson chemistri costar willem dafo seem miscast play deadli green goblin suitabl drama instead rosemari harri jame franco cliff robertson jk simmon round support bring memor perform onscreen simmon steal j jonah jameson angri editor chief daili bugl corni goofi moment stop excit momentum bring fill impress visual score danni elfman sam raimi perfectli stay spiderman concept deliv plenti excit sequenc stay behind dark knight aveng spiderman third superhero easili impress disappoint entertain enjoy spiderman review refresh excit,1
78,superhero start superman thrive batman reach ultim apex spiderman 2002 biggest combin slam bang roller coaster ride batman sweet awshuck sincer dc titan comic book adapt close joyou blast post911 american verv craft class keen eye storytel sam raimi 2002 megahit onceinalifetim gener defin summer blockbust eye gener spiderman gold standard superhero,1
79,spiderman serious summer couldnt fight costum comic book nerd offens couldnt nerd felt jump excit wait hour line tell complet worth crazi summer blockbust millennium spiderman trip comic book store,1
80,spiderman wasnt superhero suck spiderman releas 2002 2004 2007 dark knight thor captain american iron etc superhero career,1
81,normal stand deriv comic exampl dud hulk daredevil surpris,1
82,direct sam raimi,1
83,usual summer forward wait wait disappoint forward american godzilla golli huge disappoint forward episod 1 disappoint godzilla disappoint spiderman hope consid comic book adapt took comic book incorpor unlik comic book comic book departur organ web shooter accept peter parker learn humor entir captur play fight departur comic book fight hero villain,1
84,night manag catch attent notic small intrins detail embed throughout sam raimi spun amazingli entertain string comicweb origin stori wine keep laden soul enlighten cgi sam raimi research materi insid joke easter egg hero name 30 minut origin origin superhero flick shown till date comfort till date tie t2 beat origin,1
85,power responsibilitythes word spoken peter parker uncl bencliff robertsondur convers becom spiderman motto perfectli repres challeng sam raimi face ask bring america superhero,1
86,bryan singer xmen start audienc excit modern superhero sam raimi releas spider outing expect bar immedi shot stratospher raimi deliv promis excit actionpack marvel comic famou websling superhero,1
87,peter parker typic 18 smart pick jock shi talk mari jane watson live next door until bitten radio activ spider next sens spin web incred strength stick wall peter decid use power terribl tragedi peter decid use power stop crime help becom spiderman super villain call green goblin bent mass destruct spiderman stop enjoy bore,1
88,studio late known spend 200 million dollar bring comic book super hero silver 200 million dollar buy state art full content process decid forego entertain script sympath bring amount hill bean fortun bring marvel comic spiderman sam raimi care detail richli reward,1
89,mafia godfath recommend gangster wise guy etc base henri hill said least 90 said 98 accur express gangster,1
90,rememb gangster henri hill brooklyn ny 1955,1
91,gangster finest scorses form pesci de niro liotta start mean violent full profan fast pace stylish follow liotta boy climb rank organis crime low meet host believ undesir along full memor whilst remain sum individu draw wont let grasp finish exhaust exhilar word meant use,1
92,goodfella guy knew friend talk jimmi nice nice background piec goodfella background import player local paint pictur mob due kudo godfath mob tangibl goodfella,1
93,word goodfella set landmark 90 bought goodfella week coupl ago couldnt lay eye worth ray liotta robert deniro joe pesci lorrain bracco portray 100 accur camerawork martin scorses put camera shot credit soundtrack soundtrack song layla put chill spine song fit overal martin scorses opinion nichola pileggi sharp script mob today,1
94,roebrt de niroray liotta joe pesci mob gangster goodfella base bestsel book nichola pillegi martin scorses provid viewer clear pictur organ crime,1
95,need believ word frame voiceov song togeth exact moment creat experi understand american mafia compel eye kid unfortun grow tough neighborhood gangster rock live fast die die aint gon na glamor suicid drug overdos brutal ugli sad blow brain,1
96,mobster seem garbag appear cartoonish comparison mafia mangangst view godfath mafia viewpoint execut suit valid comparison goodfella seem ahead realiz artist mafia compar qualiti hbo soprano debut nine,1
97,rate miss mark lag behind pit,1
98,hell mobster base henri hill narrat irish simpl person involv mafia age continu major isol incid turn hill scorses violenc sex drug etc trademark style help,1
99,word use describ martin scorses goodfella itd priceless,1
100,scorces pileggi henri hill brooklyn ny mob wiseguy,1
101,godfath sens voyeurist delight allow mafia insid becom singlehandedli chang view organ crime creat sympathet none whom shred common moral highest gross brando creat cultur icon whose influenc reson strong today 1972,1
102,power godfath earlier behind magnific effort wonder act hard stop youv put tape dvd player,1
103,godfath ii consumm saga corleon crime regard godfath ii equal precursor stand juxtapos earli vito corleon orphan childhood rise power york son michael vito death michael becom power mafia head al pacino pick left consumm michael journey dark side process present antihero western embodi gave pacino third consecut oscar nomin perpetu stardom catapult abov ruck lay foundat illustri career absolut worthi oscar academi rob glori,1
104,coppola rival godfath ii 1940 set extend backward forward reveal corrupt effect powerth breathtak scope tragic grandeur parallel stori extend period earli career vito corleon turn 20th centuri sicili 1917 build crimin underworld italian ghetto york citi post plu son michael al pacino desper tri keep togeth,1
105,godfath finest arguabl finer godfath divid vito corleon flawlessli act robert de niro worthi oscar winner rise power michael head franci coppola recollabor crew member achiev superb period piec thank cinematographi gordon willi set design dean tavoulari perform outstand henc support oscar nomin guru lee strasberg hyman roth michael gazzo frank pentang robert de niro vito corleon duval keaton cazal shire provid rate perform al pacino steal expertli portray michael cool calcul suspici don corleon expand upon bring famili activ nevada florida havana arguabl finest 70 cinemat ensembl,1
106,godfath slower move mayb fresh materi brando presenc huge plu dig blood gut provok introduc prolif today,1
107,godfath possibl surpris sens oscar win screenplay dialogu realist putt flawless perfectli written fantast al pacino lost oscar robert de niro interestingli fail singl word english direct franci ford coppola godfath apocalyps visual godfath flawless,1
108,note unthink godfath 1972 direct continu,1
109,godfath ii 1974,1
110,godfath ii continu godfath imdb rate youll,1
111,godfath improv godfath rent word describ bore clearli sit tabl talk vito younger fredo lake filmak extrem worth,1
112,label godfath rather companion piec perfectli compliment prequel rise vito moral declin micheal brought uncanni abil robert deniro al pacino nuclear bomb loud nois prove respect craft,1
113,rare rarer veteran de niro pacino togeth deliv godfath talent cinematographi fantast cinematographi wasnt exactli flashback vito youngbeauti portray de niro wouldnt gotten rate save otherwis slow bland due mafia aftermath michael corleon further rise power fall vito number flashback vito de niro perfectli entir rang talent mimick brando save flashback sequenc vito corleon power al pacino member includ robert duval dian keaton perform perform follow stand robert de niro lee strasberg michael v gazzo wellwritten mafia portray menacingli share memor quot memor mainli de niro pacino de niro fill brando fairli overal entertain excit reach qualiti overal recommend variou involv enjoy enjoy possibl lesser extent 1010,1
114,godfath impress sometim impress overal struggl flashback earli york vito corleon robert de niro rise power godfath ii prequel present michael corleon al pacino fight senat tri squeez hous shot assassin attempt involv someon close self amaz jump intrus script blame bloat accomplish near hour run earli 1920 entertain gratifi ultim close par present statu corleon godfath start bloat section becom underwritten learn vito corleon alreadi gain power kill black hand rumor becom don citi sudden oliv oil busi de niro remot level brando previou pain de niro tri imit brando,1
115,peter jackson outdid himself creat lord ring fellowship ring fail disappoint 2nd trilog tower onehit wonder tower reach level fellowship ring sometim surpass,1
116,youd improv 1010 els alreadi review theyr fantast peter jackson treat continu hero battl forc evil,1
117,start fellowship incred titan receiv 11 award trilog receiv 15 intro trilog extrem depth prologu enjoy introduc thier origin learn ring evil upon middl earth sauron death patient pick trilog unfold depend trilog alon surpass,1
118,peter jackson face challeng standalon begin separ magnific start slambang battl armi clash titan,1
119,begin lord ring trilog interest enjoy book alik grasp attent reader viewer sens pain emot trilog power third miss bridg connect island uniqu easili describ metaphor soldier third path home act home contain obstacl pass achiev goal 100 loyal written trilog mainstream lotr enjoy,1
120,journey continu lord ring tower review assum fellowship ring fine peter jackson helm massiv product assum intellig jackson begin redund unnecessari prologu dive filmmak consid hardest trilog,1
121,serious fellowship ring 1 imdb 250 captiv start finish entertain entertain period,1
122,lord ring continu epic quest instal trilog fellowship disband variou member continu fight frodo sam pursu mission mordor pippin merri manag escap uruk hai fangorn forest adventur ent aragorn legola gimli travers riddermark realm rohan,1
123,179 223 minut sequenc pace incred alright admit extend edit lord ring tower aw pace unnecessari treebeard dull stillespeci compar slow huge improv,1
124,consid fellowship ring,1
125,open tower provid outstand brief tast cinematographi match surpass final hour stun event third hour tower undoubtedli centerpiec hour serv fine develop primarili build anticip final hour mostli depict battl helm deep els hour mere teas torment patient shame gap exist minut final hour reserv despit hour final hour wait entir worth,1
126,let soak postview moment remain instal experi wait case havent gather visual stun liter breathtak mean stop lung track shock pure envelop beauti shot peter jackson profound grasp visual manipul,1
127,tower weakest novel natur middl volum let jackson nice tri lift battl sequenc fantast might given cliff aragorn against jackson deviat book troubl chang faramir instanc ad warg rider themselv nice touch purpos send aragorn cliff creat fals tension fool less 1 liv tyler fals ten minut crucial mistak compund extend edit left theatric releas stronger aragorn fall instanc boromir faramir march tree battl helm deep,1
128,hate matter sit surround spend chat amongst themselv event 30 happen run commentari buy dvd thank add unattend mad mental kid run wild ago local newspap hold bar letter complaint men ladi refer foul mouth juvenil delinqu chainsmok chain allow patron poison themselv nicotin rule visit rule broke order tower liter die book ticket advanc premier rothesay 26th januari pop night demand entertain,1
129,ye return king won oscar culmin peter jackson magnific cinemat achiev adjudg tower ring fellowship road rotk friendship tower unadulter heroic proport peter jackson said base zulu dramat intens flow none share against evil sharpli contrast cut finger ttt score howard shore produc dialogu,1
130,tower explain word left breathless hope stand depth fellowship ring surpass complet hard fellowship wait,1
131,seem ridicul add comment slew alreadi imdb record sleep nor ceas throb chest until releas recent,1
132,lord ring saga maintain style momentum integr thu peter jackson certainli 2002 prefer closer book complet understand chang book necessari keep narr flow instead drop dead weak mainli middl link fellowship ring return king therefor obviou begin stop experi shouldnt cheat,1
133,knew tower toughest lord ring book put middl child structur book hard craft linear line tact interest,1
134,read care delight book four 34 includ recent revers tolkein manuscript edit son said glad tell,1
135,rather concentr godfath easier judg qualiti honestli wouldnt chang godfath weak stand ten ten,1
136,godfath icon stand alon direct write,1
137,call wouldnt rate featur interest storylin magnific photographi argu understand memor score,1
138,godfath 1972 gangster genr chiefli associ jimmi cagney noir style forti fifti declin therefor brave move franci ford coppola attempt threehour epic base upon mafia don,1
139,godfath huge piec entertain involv sentiment nostalgia filial affect pride integr loyalti corrupt honor betray crime within week releas clearli blockbust cinemat phenomenon exquisit mafia epic outstand perform coppola creat landmark american,1
140,rank along 2of timean ensembl weak spot,1
141,marlon brando don vito corleon head perhap power yorkarea mafia 1940 wellrespect directorwrit franci ford coppola begin vito receiv busi guest offic home daughter conni talia shire wed recept epic tell vito familyinclud michael al pacino santino jame caan tom hagen robert duval associ interact mob syndic,1
142,timeless initi rather overhyp bore until advent dvd gave featur need sort subtitl switch heard read word brando rambl rambl grew appreci epic,1
143,strong script direct hard fine 29 age viewer mafia type entir audienc glu happen next progress loyalti greed relationship mix artist style memor,1
144,godfath person signific weak view direct storylin score godfath word written surpris consid five perhap cinemat techniqu godfath revolutionari citizen kane influenc motion pictur compar rare defin redefin genr gangster influenc goe beyond,1
145,godfath singl flaw godfath experi stay forget mistak call crime dialogu unbeliev least 30 40 amaz citizen kane madewel citizen kane move storylin godfath godfath michael al pacino chang throughout opinion doubt crazi,1
146,godfath extravaganza nigh flawless cinemat magnum opu ubiquit acclaim brillianc leagu godfath depict poetic justic rather portray triumph perspicaci potenc abject vulner godfath known cogenc eloqu,1
147,engross motion pictur featur finest edit cinematographi perform theme run later judg uncondit god judg easili word describ said manywho argu money,1
148,epic novel cross mafia speak,1
149,tell famou tell parodi spin storylin tell quot answer impact godfath releas,1
150,portrait organ crime goe deep insid insid,1
151,godfath put script thee read direct flawless ensembl precis intric across writer mario puzo bring hidden guard secret underground captur godfath cinemat art franci ford coppola direct bring ambiti grand earth precis direct handl care start black open monologu undertak start talk honor respect justic pull lumin eye stand near dark beg justic american system fail goe don corleon marlon brando justic don vito power pull string puppet danc behind stage sight untouch moment intent distinguish differ michael vito vito cri son sonni jame caan death michael learn news reaction emot power caus die brando vito stand bodi son nearli break clash men conflict compar,1
152,godfath trilog exclus set continu live gener oh live insid underworld live except underworld smart smart keep don vito caroleon earli shown partii don kid couldnt tell name becom underworld don keep senat judg lawyer pocket meet don call five famili among impress,1
153,write 234th comment shawshank redempt possibl said said wrote comment profoundli move simpl eloqu depict hope friendship redempt,1
154,oscar shawshank redempt written direct frank darabont novella rita hayworth shawshank redempt stephen king nomin seven academi award walk zero pictur forrest gump shawshank pulp fiction happi nomin hindsight 2020 gump pulp redempt rememb alltim pulp success word huge splash cann writerdirector american master andi dufresn co success easi fortun failur wasnt sentenc,1
155,ordinari hollywood flick deep messag foundat kept built foundat hope,1
156,join impress might call stori stephen king anyway cue enorm postur andi dufrens incred review stand wander everyon lip final lose yourself final exhilar highqual deserv deserv age taught magic nice reason hate oscar remain wholeheartedli site,1
157,whenev talk refer titl rather exactli talk reason refer titl worthi name vain rememb shawshank redempt mine budget theater summer 1995 none knew heard expect final credit roll light theater sat jaw hang floor turn head toward friend bob said entir put word moment captiv inspir hope sad uplift inspir harsh cold jawdrop heartwarm chill contain 30 minut soin togeth incred uplift mention nearli flawless soundtrack buy matter past walk theater turn friend member wasnt nearli past move might call theyv fallen shawshank redempt pleas run video store immedi guarante employe pick section section tell employe serious wrong havent bought copi buy buy put fireproof safe case emerg o 110 rate 13,1
158,shawshank redempt doubt similar green mile respect shown stephen king master horror prose shake soul move averag king novella further direct toprat scari,1
159,ye spoiler,1
160,comedi drama hate felt shawshank redempt start slowli attach reach middl total forget outsid mix stream emot head els 20 minut storm rais adrenalin extrem level diabet felt warm strong happi emot felt won prison fulli satisfi,1
161,told tell,1
162,timeless,1
163,tri save money titl consid borrow rent shawshank cost five buck plunk 25 titl youll wind gem timeless entertain move matter view,1
